gs1dm	K	P
item00001645	box00000042	pallete00000003
item00001646	box00000042	pallete00000003
item00001647	box00000042	pallete00000003
item00001648	box00000042	pallete00000003
item00001649	box00000042	pallete00000003
item00001650	box00000042	pallete00000003
item00001651	box00000042	pallete00000003
item00001652	box00000042	pallete00000003
item00001653	box00000042	pallete00000003
item00001654	box00000042	pallete00000003
item00001655	box00000042	pallete00000003
item00001656	box00000042	pallete00000003
item00001657	box00000042	pallete00000003
item00001658	box00000042	pallete00000003
item00001659	box00000042	pallete00000003
item00001660	box00000042	pallete00000003
item00001661	box00000042	pallete00000003
item00001662	box00000042	pallete00000003
item00001663	box00000042	pallete00000003
item00001664	box00000042	pallete00000003
item00001665	box00000042	pallete00000003
item00001666	box00000042	pallete00000003
item00001667	box00000042	pallete00000003
item00001668	box00000042	pallete00000003
item00001669	box00000042	pallete00000003
item00001670	box00000042	pallete00000003
item00001671	box00000042	pallete00000003
item00001672	box00000042	pallete00000003
item00001673	box00000042	pallete00000003
item00001674	box00000042	pallete00000003
item00001675	box00000042	pallete00000003
item00001676	box00000042	pallete00000003
item00001677	box00000042	pallete00000003
item00001678	box00000042	pallete00000003
item00001679	box00000042	pallete00000003
item00001680	box00000042	pallete00000003
item00001681	box00000043	pallete00000003
item00001682	box00000043	pallete00000003
item00001683	box00000043	pallete00000003
item00001684	box00000043	pallete00000003
item00001685	box00000043	pallete00000003
item00001686	box00000043	pallete00000003
item00001687	box00000043	pallete00000003
item00001688	box00000043	pallete00000003
item00001689	box00000043	pallete00000003
item00001690	box00000043	pallete00000003
item00001691	box00000043	pallete00000003
item00001692	box00000043	pallete00000003
item00001693	box00000043	pallete00000003
item00001694	box00000043	pallete00000003
item00001695	box00000043	pallete00000003
item00001696	box00000043	pallete00000003
item00001697	box00000043	pallete00000003
item00001698	box00000043	pallete00000003
item00001699	box00000043	pallete00000003
item00001700	box00000043	pallete00000003
item00001701	box00000043	pallete00000003
item00001702	box00000043	pallete00000003
item00001703	box00000043	pallete00000003
item00001704	box00000043	pallete00000003
item00001705	box00000043	pallete00000003
item00001706	box00000043	pallete00000003
item00001707	box00000043	pallete00000003
item00001708	box00000043	pallete00000003
item00001709	box00000043	pallete00000003
item00001710	box00000043	pallete00000003
item00001711	box00000043	pallete00000003
item00001712	box00000043	pallete00000003
item00001713	box00000043	pallete00000003
item00001714	box00000043	pallete00000003
item00001715	box00000043	pallete00000003
item00001716	box00000043	pallete00000003
item00001717	box00000043	pallete00000003
item00001718	box00000043	pallete00000003
item00001719	box00000043	pallete00000003
item00001720	box00000043	pallete00000003
item00001721	box00000044	pallete00000003
item00001722	box00000044	pallete00000003
item00001723	box00000044	pallete00000003
item00001724	box00000044	pallete00000003
item00001725	box00000044	pallete00000003
item00001726	box00000044	pallete00000003
item00001727	box00000044	pallete00000003
item00001728	box00000044	pallete00000003
item00001729	box00000044	pallete00000003
item00001730	box00000044	pallete00000003
item00001731	box00000044	pallete00000003
item00001732	box00000044	pallete00000003
item00001733	box00000044	pallete00000003
item00001734	box00000044	pallete00000003
item00001735	box00000044	pallete00000003
item00001736	box00000044	pallete00000003
item00001737	box00000044	pallete00000003
item00001738	box00000044	pallete00000003
item00001739	box00000044	pallete00000003
item00001740	box00000044	pallete00000003
item00001741	box00000044	pallete00000003
item00001742	box00000044	pallete00000003
item00001743	box00000044	pallete00000003
item00001744	box00000044	pallete00000003
item00001745	box00000044	pallete00000003
item00001746	box00000044	pallete00000003
item00001747	box00000044	pallete00000003
item00001748	box00000044	pallete00000003
item00001749	box00000044	pallete00000003
item00001750	box00000044	pallete00000003
item00001751	box00000044	pallete00000003
item00001752	box00000044	pallete00000003
item00001753	box00000044	pallete00000003
item00001754	box00000044	pallete00000003
item00001755	box00000044	pallete00000003
item00001756	box00000044	pallete00000003
item00001757	box00000044	pallete00000003
item00001758	box00000044	pallete00000003
item00001759	box00000044	pallete00000003
item00001760	box00000044	pallete00000003
item00001761	box00000045	pallete00000003
item00001762	box00000045	pallete00000003
item00001763	box00000045	pallete00000003
item00001764	box00000045	pallete00000003
item00001765	box00000045	pallete00000003
item00001766	box00000045	pallete00000003
item00001767	box00000045	pallete00000003
item00001768	box00000045	pallete00000003
item00001769	box00000045	pallete00000003
item00001770	box00000045	pallete00000003
item00001771	box00000045	pallete00000003
item00001772	box00000045	pallete00000003
item00001773	box00000045	pallete00000003
item00001774	box00000045	pallete00000003
item00001775	box00000045	pallete00000003
item00001776	box00000045	pallete00000003
item00001777	box00000045	pallete00000003
item00001778	box00000045	pallete00000003
item00001779	box00000045	pallete00000003
item00001780	box00000045	pallete00000003
item00001781	box00000045	pallete00000003
item00001782	box00000045	pallete00000003
item00001783	box00000045	pallete00000003
item00001784	box00000045	pallete00000003
item00001785	box00000045	pallete00000003
item00001786	box00000045	pallete00000003
item00001787	box00000045	pallete00000003
item00001788	box00000045	pallete00000003
item00001789	box00000045	pallete00000003
item00001790	box00000045	pallete00000003
item00001791	box00000045	pallete00000003
item00001792	box00000045	pallete00000003
item00001793	box00000045	pallete00000003
item00001794	box00000045	pallete00000003
item00001795	box00000045	pallete00000003
item00001796	box00000045	pallete00000003
item00001797	box00000045	pallete00000003
item00001798	box00000045	pallete00000003
item00001799	box00000045	pallete00000003
item00001800	box00000045	pallete00000003
item00001801	box00000046	pallete00000003
item00001802	box00000046	pallete00000003
item00001803	box00000046	pallete00000003
item00001804	box00000046	pallete00000003
item00001805	box00000046	pallete00000003
item00001806	box00000046	pallete00000003
item00001807	box00000046	pallete00000003
item00001808	box00000046	pallete00000003
item00001809	box00000046	pallete00000003
item00001810	box00000046	pallete00000003
item00001811	box00000046	pallete00000003
item00001812	box00000046	pallete00000003
item00001813	box00000046	pallete00000003
item00001814	box00000046	pallete00000003
item00001815	box00000046	pallete00000003
item00001816	box00000046	pallete00000003
item00001817	box00000046	pallete00000003
item00001818	box00000046	pallete00000003
item00001819	box00000046	pallete00000003
item00001820	box00000046	pallete00000003
item00001821	box00000046	pallete00000003
item00001822	box00000046	pallete00000003
item00001823	box00000046	pallete00000003
item00001824	box00000046	pallete00000003
item00001825	box00000046	pallete00000003
item00001826	box00000046	pallete00000003
item00001827	box00000046	pallete00000003
item00001828	box00000046	pallete00000003
item00001829	box00000046	pallete00000003
item00001830	box00000046	pallete00000003
item00001831	box00000046	pallete00000003
item00001832	box00000046	pallete00000003
item00001833	box00000046	pallete00000003
item00001834	box00000046	pallete00000003
item00001835	box00000046	pallete00000003
item00001836	box00000046	pallete00000003
item00001837	box00000046	pallete00000003
item00001838	box00000046	pallete00000003
item00001839	box00000046	pallete00000003
item00001840	box00000046	pallete00000003
item00001841	box00000047	pallete00000003
item00001842	box00000047	pallete00000003
item00001843	box00000047	pallete00000003
item00001844	box00000047	pallete00000003
item00001845	box00000047	pallete00000003
item00001846	box00000047	pallete00000003
item00001847	box00000047	pallete00000003
item00001848	box00000047	pallete00000003
item00001849	box00000047	pallete00000003
item00001850	box00000047	pallete00000003
item00001851	box00000047	pallete00000003
item00001852	box00000047	pallete00000003
item00001853	box00000047	pallete00000003
item00001854	box00000047	pallete00000003
item00001855	box00000047	pallete00000003
item00001856	box00000047	pallete00000003
item00001857	box00000047	pallete00000003
item00001858	box00000047	pallete00000003
item00001859	box00000047	pallete00000003
item00001860	box00000047	pallete00000003
item00001861	box00000047	pallete00000003
item00001862	box00000047	pallete00000003
item00001863	box00000047	pallete00000003
item00001864	box00000047	pallete00000003
item00001865	box00000047	pallete00000003
item00001866	box00000047	pallete00000003
item00001867	box00000047	pallete00000003
item00001868	box00000047	pallete00000003
item00001869	box00000047	pallete00000003
item00001870	box00000047	pallete00000003
item00001871	box00000047	pallete00000003
item00001872	box00000047	pallete00000003
item00001873	box00000047	pallete00000003
item00001874	box00000047	pallete00000003
item00001875	box00000047	pallete00000003
item00001876	box00000047	pallete00000003
item00001877	box00000047	pallete00000003
item00001878	box00000047	pallete00000003
item00001879	box00000047	pallete00000003
item00001880	box00000047	pallete00000003
item00001881	box00000048	pallete00000003
item00001882	box00000048	pallete00000003
item00001883	box00000048	pallete00000003
item00001884	box00000048	pallete00000003
item00001885	box00000048	pallete00000003
item00001886	box00000048	pallete00000003
item00001887	box00000048	pallete00000003
item00001888	box00000048	pallete00000003
item00001889	box00000048	pallete00000003
item00001890	box00000048	pallete00000003
item00001891	box00000048	pallete00000003
item00001892	box00000048	pallete00000003
item00001893	box00000048	pallete00000003
item00001894	box00000048	pallete00000003
item00001895	box00000048	pallete00000003
item00001896	box00000048	pallete00000003
item00001897	box00000048	pallete00000003
item00001898	box00000048	pallete00000003
item00001899	box00000048	pallete00000003
item00001900	box00000048	pallete00000003
item00001901	box00000048	pallete00000003
item00001902	box00000048	pallete00000003
item00001903	box00000048	pallete00000003
item00001904	box00000048	pallete00000003
item00001905	box00000048	pallete00000003
item00001906	box00000048	pallete00000003
item00001907	box00000048	pallete00000003
item00001908	box00000048	pallete00000003
item00001909	box00000048	pallete00000003
item00001910	box00000048	pallete00000003
item00001911	box00000048	pallete00000003
item00001912	box00000048	pallete00000003
item00001913	box00000048	pallete00000003
item00001914	box00000048	pallete00000003
item00001915	box00000048	pallete00000003
item00001916	box00000048	pallete00000003
item00001917	box00000048	pallete00000003
item00001918	box00000048	pallete00000003
item00001919	box00000048	pallete00000003
item00001920	box00000048	pallete00000003
item00001921	box00000049	pallete00000003
item00001922	box00000049	pallete00000003
item00001923	box00000049	pallete00000003
item00001924	box00000049	pallete00000003
item00001925	box00000049	pallete00000003
item00001926	box00000049	pallete00000003
item00001927	box00000049	pallete00000003
item00001928	box00000049	pallete00000003
item00001929	box00000049	pallete00000003
item00001930	box00000049	pallete00000003
item00001931	box00000049	pallete00000003
item00001932	box00000049	pallete00000003
item00001933	box00000049	pallete00000003
item00001934	box00000049	pallete00000003
item00001935	box00000049	pallete00000003
item00001936	box00000049	pallete00000003
item00001937	box00000049	pallete00000003
item00001938	box00000049	pallete00000003
item00001939	box00000049	pallete00000003
item00001940	box00000049	pallete00000003
item00001941	box00000049	pallete00000003
item00001942	box00000049	pallete00000003
item00001943	box00000049	pallete00000003
item00001944	box00000049	pallete00000003
item00001945	box00000049	pallete00000003
item00001946	box00000049	pallete00000003
item00001947	box00000049	pallete00000003
item00001948	box00000049	pallete00000003
item00001949	box00000049	pallete00000003
item00001950	box00000049	pallete00000003
item00001951	box00000049	pallete00000003
item00001952	box00000049	pallete00000003
item00001953	box00000049	pallete00000003
item00001954	box00000049	pallete00000003
item00001955	box00000049	pallete00000003
item00001956	box00000049	pallete00000003
item00001957	box00000049	pallete00000003
item00001958	box00000049	pallete00000003
item00001959	box00000049	pallete00000003
item00001960	box00000049	pallete00000003
item00001961	box00000050	pallete00000003
item00001962	box00000050	pallete00000003
item00001963	box00000050	pallete00000003
item00001964	box00000050	pallete00000003
item00001965	box00000050	pallete00000003
item00001966	box00000050	pallete00000003
item00001967	box00000050	pallete00000003
item00001968	box00000050	pallete00000003
item00001969	box00000050	pallete00000003
item00001970	box00000050	pallete00000003
item00001971	box00000050	pallete00000003
item00001972	box00000050	pallete00000003
item00001973	box00000050	pallete00000003
item00001974	box00000050	pallete00000003
item00001975	box00000050	pallete00000003
item00001976	box00000050	pallete00000003
item00001977	box00000050	pallete00000003
item00001978	box00000050	pallete00000003
item00001979	box00000050	pallete00000003
item00001980	box00000050	pallete00000003
item00001981	box00000050	pallete00000003
item00001982	box00000050	pallete00000003
item00001983	box00000050	pallete00000003
item00001984	box00000050	pallete00000003
item00001985	box00000050	pallete00000003
item00001986	box00000050	pallete00000003
item00001987	box00000050	pallete00000003
item00001988	box00000050	pallete00000003
item00001989	box00000050	pallete00000003
item00001990	box00000050	pallete00000003
item00001991	box00000050	pallete00000003
item00001992	box00000050	pallete00000003
item00001993	box00000050	pallete00000003
item00001994	box00000050	pallete00000003
item00001995	box00000050	pallete00000003
item00001996	box00000050	pallete00000003
item00001997	box00000050	pallete00000003
item00001998	box00000050	pallete00000003
item00001999	box00000050	pallete00000003
item00002000	box00000050	pallete00000003
item00002001	box00000051	pallete00000003
item00002002	box00000051	pallete00000003
item00002003	box00000051	pallete00000003
item00002004	box00000051	pallete00000003
item00002005	box00000051	pallete00000003
item00002006	box00000051	pallete00000003
item00002007	box00000051	pallete00000003
item00002008	box00000051	pallete00000003
item00002009	box00000051	pallete00000003
item00002010	box00000051	pallete00000003
item00002011	box00000051	pallete00000003
item00002012	box00000051	pallete00000003
item00002013	box00000051	pallete00000003
item00002014	box00000051	pallete00000003
item00002015	box00000051	pallete00000003
item00002016	box00000051	pallete00000003
item00002017	box00000051	pallete00000003
item00002018	box00000051	pallete00000003
item00002019	box00000051	pallete00000003
item00002020	box00000051	pallete00000003
item00002021	box00000051	pallete00000003
item00002022	box00000051	pallete00000003
item00002023	box00000051	pallete00000003
item00002024	box00000051	pallete00000003
item00002025	box00000051	pallete00000003
item00002026	box00000051	pallete00000003
item00002027	box00000051	pallete00000003
item00002028	box00000051	pallete00000003
item00002029	box00000051	pallete00000003
item00002030	box00000051	pallete00000003
item00002031	box00000051	pallete00000003
item00002032	box00000051	pallete00000003
item00002033	box00000051	pallete00000003
item00002034	box00000051	pallete00000003
item00002035	box00000051	pallete00000003
item00002036	box00000051	pallete00000003
item00002037	box00000051	pallete00000003
item00002038	box00000051	pallete00000003
item00002039	box00000051	pallete00000003
item00002040	box00000051	pallete00000003
item00002041	box00000052	pallete00000003
item00002042	box00000052	pallete00000003
item00002043	box00000052	pallete00000003
item00002044	box00000052	pallete00000003
item00002045	box00000052	pallete00000003
item00002046	box00000052	pallete00000003
item00002047	box00000052	pallete00000003
item00002048	box00000052	pallete00000003
item00002049	box00000052	pallete00000003
item00002050	box00000052	pallete00000003
item00002051	box00000052	pallete00000003
item00002052	box00000052	pallete00000003
item00002053	box00000052	pallete00000003
item00002054	box00000052	pallete00000003
item00002055	box00000052	pallete00000003
item00002056	box00000052	pallete00000003
item00002057	box00000052	pallete00000003
item00002058	box00000052	pallete00000003
item00002059	box00000052	pallete00000003
item00002060	box00000052	pallete00000003
item00002061	box00000052	pallete00000003
item00002062	box00000052	pallete00000003
item00002063	box00000052	pallete00000003
item00002064	box00000052	pallete00000003
item00002065	box00000052	pallete00000003
item00002066	box00000052	pallete00000003
item00002067	box00000052	pallete00000003
item00002068	box00000052	pallete00000003
item00002069	box00000052	pallete00000003
item00002070	box00000052	pallete00000003
item00002071	box00000052	pallete00000003
item00002072	box00000052	pallete00000003
item00002073	box00000052	pallete00000003
item00002074	box00000052	pallete00000003
item00002075	box00000052	pallete00000003
item00002076	box00000052	pallete00000003
item00002077	box00000052	pallete00000003
item00002078	box00000052	pallete00000003
item00002079	box00000052	pallete00000003
item00002080	box00000052	pallete00000003
item00002081	box00000053	pallete00000003
item00002082	box00000053	pallete00000003
item00002083	box00000053	pallete00000003
item00002084	box00000053	pallete00000003
item00002085	box00000053	pallete00000003
item00002086	box00000053	pallete00000003
item00002087	box00000053	pallete00000003
item00002088	box00000053	pallete00000003
item00002089	box00000053	pallete00000003
item00002090	box00000053	pallete00000003
item00002091	box00000053	pallete00000003
item00002092	box00000053	pallete00000003
item00002093	box00000053	pallete00000003
item00002094	box00000053	pallete00000003
item00002095	box00000053	pallete00000003
item00002096	box00000053	pallete00000003
item00002097	box00000053	pallete00000003
item00002098	box00000053	pallete00000003
item00002099	box00000053	pallete00000003
item00002100	box00000053	pallete00000003
item00002101	box00000053	pallete00000003
item00002102	box00000053	pallete00000003
item00002103	box00000053	pallete00000003
item00002104	box00000053	pallete00000003
item00002105	box00000053	pallete00000003
item00002106	box00000053	pallete00000003
item00002107	box00000053	pallete00000003
item00002108	box00000053	pallete00000003
item00002109	box00000053	pallete00000003
item00002110	box00000053	pallete00000003
item00002111	box00000053	pallete00000003
item00002112	box00000053	pallete00000003
item00002113	box00000053	pallete00000003
item00002114	box00000053	pallete00000003
item00002115	box00000053	pallete00000003
item00002116	box00000053	pallete00000003
item00002117	box00000053	pallete00000003
item00002118	box00000053	pallete00000003
item00002119	box00000053	pallete00000003
item00002120	box00000053	pallete00000003
item00002121	box00000054	pallete00000003
item00002122	box00000054	pallete00000003
item00002123	box00000054	pallete00000003
item00002124	box00000054	pallete00000003
item00002125	box00000054	pallete00000003
item00002126	box00000054	pallete00000003
item00002127	box00000054	pallete00000003
item00002128	box00000054	pallete00000003
item00002129	box00000054	pallete00000003
item00002130	box00000054	pallete00000003
item00002131	box00000054	pallete00000003
item00002132	box00000054	pallete00000003
item00002133	box00000054	pallete00000003
item00002134	box00000054	pallete00000003
item00002135	box00000054	pallete00000003
item00002136	box00000054	pallete00000003
item00002137	box00000054	pallete00000003
item00002138	box00000054	pallete00000003
item00002139	box00000054	pallete00000003
item00002140	box00000054	pallete00000003
item00002141	box00000054	pallete00000003
item00002142	box00000054	pallete00000003
item00002143	box00000054	pallete00000003
item00002144	box00000054	pallete00000003
item00002145	box00000054	pallete00000003
item00002146	box00000054	pallete00000003
item00002147	box00000054	pallete00000003
item00002148	box00000054	pallete00000003
item00002149	box00000054	pallete00000003
item00002150	box00000054	pallete00000003
item00002151	box00000054	pallete00000003
item00002152	box00000054	pallete00000003
item00002153	box00000054	pallete00000003
item00002154	box00000054	pallete00000003
item00002155	box00000054	pallete00000003
item00002156	box00000054	pallete00000003
item00002157	box00000054	pallete00000003
item00002158	box00000054	pallete00000003
item00002159	box00000054	pallete00000003
item00002160	box00000054	pallete00000003
item00002161	box00000055	pallete00000003
item00002162	box00000055	pallete00000003
item00002163	box00000055	pallete00000003
item00002164	box00000055	pallete00000003
item00002165	box00000055	pallete00000003
item00002166	box00000055	pallete00000003
item00002167	box00000055	pallete00000003
item00002168	box00000055	pallete00000003
item00002169	box00000055	pallete00000003
item00002170	box00000055	pallete00000003
item00002171	box00000055	pallete00000003
item00002172	box00000055	pallete00000003
item00002173	box00000055	pallete00000003
item00002174	box00000055	pallete00000003
item00002175	box00000055	pallete00000003
item00002176	box00000055	pallete00000003
item00002177	box00000055	pallete00000003
item00002178	box00000055	pallete00000003
item00002179	box00000055	pallete00000003
item00002180	box00000055	pallete00000003
item00002181	box00000055	pallete00000003
item00002182	box00000055	pallete00000003
item00002183	box00000055	pallete00000003
item00002184	box00000055	pallete00000003
item00002185	box00000055	pallete00000003
item00002186	box00000055	pallete00000003
item00002187	box00000055	pallete00000003
item00002188	box00000055	pallete00000003
item00002189	box00000055	pallete00000003
item00002190	box00000055	pallete00000003
item00002191	box00000055	pallete00000003
item00002192	box00000055	pallete00000003
item00002193	box00000055	pallete00000003
item00002194	box00000055	pallete00000003
item00002195	box00000055	pallete00000003
item00002196	box00000055	pallete00000003
item00002197	box00000055	pallete00000003
item00002198	box00000055	pallete00000003
item00002199	box00000055	pallete00000003
item00002200	box00000055	pallete00000003
item00002201	box00000056	pallete00000003
item00002202	box00000056	pallete00000003
item00002203	box00000056	pallete00000003
item00002204	box00000056	pallete00000003
item00002205	box00000056	pallete00000003
item00002206	box00000056	pallete00000003
item00002207	box00000056	pallete00000003
item00002208	box00000056	pallete00000003
item00002209	box00000056	pallete00000003
item00002210	box00000056	pallete00000003
item00002211	box00000056	pallete00000003
item00002212	box00000056	pallete00000003
item00002213	box00000056	pallete00000003
item00002214	box00000056	pallete00000003
item00002215	box00000056	pallete00000003
item00002216	box00000056	pallete00000003
item00002217	box00000056	pallete00000003
item00002218	box00000056	pallete00000003
item00002219	box00000056	pallete00000003
item00002220	box00000056	pallete00000003
item00002221	box00000056	pallete00000003
item00002222	box00000056	pallete00000003
item00002223	box00000056	pallete00000003
item00002224	box00000056	pallete00000003
item00002225	box00000056	pallete00000003
item00002226	box00000056	pallete00000003
item00002227	box00000056	pallete00000003
item00002228	box00000056	pallete00000003
item00002229	box00000056	pallete00000003
item00002230	box00000056	pallete00000003
item00002231	box00000056	pallete00000003
item00002232	box00000056	pallete00000003
item00002233	box00000056	pallete00000003
item00002234	box00000056	pallete00000003
item00002235	box00000056	pallete00000003
item00002236	box00000056	pallete00000003
item00002237	box00000056	pallete00000003
item00002238	box00000056	pallete00000003
item00002239	box00000056	pallete00000003
item00002240	box00000056	pallete00000003
item00002241	box00000057	pallete00000003
item00002242	box00000057	pallete00000003
item00002243	box00000057	pallete00000003
item00002244	box00000057	pallete00000003
item00002245	box00000057	pallete00000003
item00002246	box00000057	pallete00000003
item00002247	box00000057	pallete00000003
item00002248	box00000057	pallete00000003
item00002249	box00000057	pallete00000003
item00002250	box00000057	pallete00000003
item00002251	box00000057	pallete00000003
item00002252	box00000057	pallete00000003
item00002253	box00000057	pallete00000003
item00002254	box00000057	pallete00000003
item00002255	box00000057	pallete00000003
item00002256	box00000057	pallete00000003
item00002257	box00000057	pallete00000003
item00002258	box00000057	pallete00000003
item00002259	box00000057	pallete00000003
item00002260	box00000057	pallete00000003
item00002261	box00000057	pallete00000003
item00002262	box00000057	pallete00000003
item00002263	box00000057	pallete00000003
item00002264	box00000057	pallete00000003
item00002265	box00000057	pallete00000003
item00002266	box00000057	pallete00000003
item00002267	box00000057	pallete00000003
item00002268	box00000057	pallete00000003
item00002269	box00000057	pallete00000003
item00002270	box00000057	pallete00000003
item00002271	box00000057	pallete00000003
item00002272	box00000057	pallete00000003
item00002273	box00000057	pallete00000003
item00002274	box00000057	pallete00000003
item00002275	box00000057	pallete00000003
item00002276	box00000057	pallete00000003
item00002277	box00000057	pallete00000003
item00002278	box00000057	pallete00000003
item00002279	box00000057	pallete00000003
item00002280	box00000057	pallete00000003
item00002281	box00000058	pallete00000003
item00002282	box00000058	pallete00000003
item00002283	box00000058	pallete00000003
item00002284	box00000058	pallete00000003
item00002285	box00000058	pallete00000003
item00002286	box00000058	pallete00000003
item00002287	box00000058	pallete00000003
item00002288	box00000058	pallete00000003
item00002289	box00000058	pallete00000003
item00002290	box00000058	pallete00000003
item00002291	box00000058	pallete00000003
item00002292	box00000058	pallete00000003
item00002293	box00000058	pallete00000003
item00002294	box00000058	pallete00000003
item00002295	box00000058	pallete00000003
item00002296	box00000058	pallete00000003
item00002297	box00000058	pallete00000003
item00002298	box00000058	pallete00000003
item00002299	box00000058	pallete00000003
item00002300	box00000058	pallete00000003
item00002301	box00000058	pallete00000003
item00002302	box00000058	pallete00000003
item00002303	box00000058	pallete00000003
item00002304	box00000058	pallete00000003
item00002305	box00000058	pallete00000003
item00002306	box00000058	pallete00000003
item00002307	box00000058	pallete00000003
item00002308	box00000058	pallete00000003
item00002309	box00000058	pallete00000003
item00002310	box00000058	pallete00000003
item00002311	box00000058	pallete00000003
item00002312	box00000058	pallete00000003
item00002313	box00000058	pallete00000003
item00002314	box00000058	pallete00000003
item00002315	box00000058	pallete00000003
item00002316	box00000058	pallete00000003
item00002317	box00000058	pallete00000003
item00002318	box00000058	pallete00000003
item00002319	box00000058	pallete00000003
item00002320	box00000058	pallete00000003
item00002321	box00000059	pallete00000003
item00002322	box00000059	pallete00000003
item00002323	box00000059	pallete00000003
item00002324	box00000059	pallete00000003
item00002325	box00000059	pallete00000003
item00002326	box00000059	pallete00000003
item00002327	box00000059	pallete00000003
item00002328	box00000059	pallete00000003
item00002329	box00000059	pallete00000003
item00002330	box00000059	pallete00000003
item00002331	box00000059	pallete00000003
item00002332	box00000059	pallete00000003
item00002333	box00000059	pallete00000003
item00002334	box00000059	pallete00000003
item00002335	box00000059	pallete00000003
item00002336	box00000059	pallete00000003
item00002337	box00000059	pallete00000003
item00002338	box00000059	pallete00000003
item00002339	box00000059	pallete00000003
item00002340	box00000059	pallete00000003
item00002341	box00000059	pallete00000003
item00002342	box00000059	pallete00000003
item00002343	box00000059	pallete00000003
item00002344	box00000059	pallete00000003
item00002345	box00000059	pallete00000003
item00002346	box00000059	pallete00000003
item00002347	box00000059	pallete00000003
item00002348	box00000059	pallete00000003
item00002349	box00000059	pallete00000003
item00002350	box00000059	pallete00000003
item00002351	box00000059	pallete00000003
item00002352	box00000059	pallete00000003
item00002353	box00000059	pallete00000003
item00002354	box00000059	pallete00000003
item00002355	box00000059	pallete00000003
item00002356	box00000059	pallete00000003
item00002357	box00000059	pallete00000003
item00002358	box00000059	pallete00000003
item00002359	box00000059	pallete00000003
item00002360	box00000059	pallete00000003
item00002361	box00000060	pallete00000003
item00002362	box00000060	pallete00000003
item00002363	box00000060	pallete00000003
item00002364	box00000060	pallete00000003
item00002365	box00000060	pallete00000003
item00002366	box00000060	pallete00000003
item00002367	box00000060	pallete00000003
item00002368	box00000060	pallete00000003
item00002369	box00000060	pallete00000003
item00002370	box00000060	pallete00000003
item00002371	box00000060	pallete00000003
item00002372	box00000060	pallete00000003
item00002373	box00000060	pallete00000003
item00002374	box00000060	pallete00000003
item00002375	box00000060	pallete00000003
item00002376	box00000060	pallete00000003
item00002377	box00000060	pallete00000003
item00002378	box00000060	pallete00000003
item00002379	box00000060	pallete00000003
item00002380	box00000060	pallete00000003
item00002381	box00000060	pallete00000003
item00002382	box00000060	pallete00000003
item00002383	box00000060	pallete00000003
item00002384	box00000060	pallete00000003
item00002385	box00000060	pallete00000003
item00002386	box00000060	pallete00000003
item00002387	box00000060	pallete00000003
item00002388	box00000060	pallete00000003
item00002389	box00000060	pallete00000003
item00002390	box00000060	pallete00000003
item00002391	box00000060	pallete00000003
item00002392	box00000060	pallete00000003
item00002393	box00000060	pallete00000003
item00002394	box00000060	pallete00000003
item00002395	box00000060	pallete00000003
item00002396	box00000060	pallete00000003
item00002397	box00000060	pallete00000003
item00002398	box00000060	pallete00000003
item00002399	box00000060	pallete00000003
item00002400	box00000060	pallete00000003
